Name,URL,Category,License,Pricing,Execution Model,Tier,Evidence,Last Checked
Plandex,https://github.com/plandex-ai/plandex,Coding Agent,Open Source,Free,Cloud,red,[QUALITY AUDIT 2026-09-06 → red] Abandoned: last push 2025-10-03 documents Plandex Cloud wind-down; plandex.ai DNS fail; ~11 months stale. | [Active] github plandex-ai/plandex 200; plandex.ai DNS fail,2026-09-06
PostQode,https://postqode.ai,Coding Agent,Proprietary,Freemium,CLI,yellow,"[QUALITY AUDIT 2026-09-06 → yellow] HTTP 200 but near-empty SPA/thin page (title only), no 2026 content signals; obscure thin vapor risk. | [Active] HTTP 200 OK; title=PostQode — AI-Powered Software Engineering",2026-09-06
Potpie AI,https://potpie.ai,Coding Agent,Open Source,Free,Self-Hosted,green,[Active] HTTP 200 OK; title=Potpie,2026-09-06
Prime Agent,https://github.com/PrimeIntellect-ai/prime-agent,Coding Agent,,,,green,[NEW vs seed] [Active] Self-improving RLM agent [lane4 live verify],2026-09-06
Proliferate,https://proliferate.com/,Coding Agent,AGPL-3.0,Free (BYOK / self-host),Hybrid,green,[NEW 2026-09-07] YC S25 AGPL multi-harness IDE; local + cloud sandboxes,2026-09-07
Qoder,https://qoder.com/en,Coding Agent,Proprietary,,Cloud,green,[NEW vs seed / pivot] [Active] Alibaba Tongyi Lingma rebranded/pivoted to Qoder CN.,2026-09-06
Qodo,https://www.qodo.ai/,Coding Agent,Open-Core,Freemium,Self-Hosted,green,[Active] HTTP 200 OK,2026-09-06
Qodo Merge (formerly PR-Agent),https://www.qodo.ai/formerly-qodo-merge/,Coding Agent,Open-Core,Freemium,Hybrid,green,[Active] HTTP 200 OK,2026-09-06
Qwen Code,https://github.com/QwenLM/qwen-code,Coding Agent,Open Source,Free,CLI,green,[Active] Correct terminal coding agent repo is QwenLM/qwen-code (seed wrongly pointed at Qwen-Agent framework). [Active] github.com/QwenLM/qwen-code is real agent; seed URL is Qwen-Agent,2026-09-06
Reasonix,https://github.com/esengine/DeepSeek-Reasonix,Coding Agent,,,,green,[NEW vs seed] [Active] DeepSeek-native Go agent [lane4 live verify],2026-09-06
Refact.ai,https://refact.ai,Coding Agent,Open Source,Free,Self-Hosted,red,[QUALITY AUDIT 2026-09-06 → red] Primary GitHub repo archived (pushed 2026-05-30); site banner says Refact Cloud is shutting down soon. | [Active] HTTP 200 OK; title=AI Coding Agent for Software Development - Refact.ai - Refact.ai,2026-09-06
Reflection AI Asimov,https://reflection.ai,Coding Agent,Proprietary,Subscription,Cloud,green,[Active] HTTP 200 OK; title=Reflection,2026-09-06
Replicas,https://tryreplicas.com/,Coding Agent,,,,green,[NEW vs seed] [Active] Isolated Linux VMs for Claude Code/Codex/OpenCode/Cursor/Pi; Slack/Linear/GitHub/GitLab delegation + automations. YC S26.,2026-09-06
Replit Agent,https://replit.com/products/agent,Coding Agent,Proprietary,Freemium,Cloud,green,[Active] replit.com/products/agent 403 bot wall; product known live,2026-09-06
Roo Code,https://github.com/RooCodeInc/Roo-Code,Coding Agent,Open Source,Free,IDE Extension,red,[QUALITY AUDIT 2026-09-06 → red] GitHub repo archived; last push 2026-05-15 (pre ~2026-06 activity bar). | [Active] HTTP 200 OK,2026-09-06
Rove,https://rove.sma1lboy.me/,Coding Agent,MIT,Free,CLI,green,[NEW 2026-09-07] Terminal agent multiplexer; worktrees + PTYs; MIT,2026-09-07
Ruflo,https://github.com/ruflo-ai/ruflo,Coding Agent,Open Source,Free,CLI,red,[Dead] github.com/ruflo-ai/ruflo 404,2026-09-06
Runfusion,https://github.com/runfusion/runfusion,Coding Agent,Open Source,Free,Self-Hosted,red,[Dead] github.com/runfusion/runfusion 404,2026-09-06
Sakana Fugu (フグ),https://sakana.ai/fugu/,Coding Agent,,,,green,[NEW vs seed] [Active] Tokyo Sakana AI multi-agent-as-a-model API; drop-in for Codex/Claude Code orchestration. Alive Japan coding-agent surface.,2026-09-06
Sandcastle,https://github.com/mattpocock/sandcastle,Coding Agent,Open Source,Free,API,green,[Active] HTTP 200 OK,2026-09-06
Sculptor,https://sculptor.dev,Coding Agent,Proprietary,Free,CLI,red,[Dead] sculptor.dev NXDOMAIN,2026-09-06
Slate (RandomLabs),https://randomlabs.ai,Coding Agent,Proprietary,Subscription,CLI,green,[Active] HTTP 200 OK; title=Random Labs,2026-09-06
Solver,https://solver.ai,Coding Agent,Proprietary,Subscription,Cloud,red,"[QUALITY AUDIT 2026-09-06 → red] solver.ai is an e-commerce marketing platform, not a coding agent; coding-agent listing abandoned/wrong product. | [Active] HTTP 200 OK; title=SOLVER AI - The first continuous content-to-campaign marketing platform for merchants",2026-09-06
Sourcery,https://sourcery.ai,Coding Agent,Proprietary,Free,Cloud,green,[Active] HTTP 200; redirects to https://www.sourcery.ai/; title=AI Code Reviews | Sourcery | Try for Free,2026-09-06
Superconductor,https://www.superconductor.com/,Coding Agent,Proprietary,BYOK + workspace credits,Cloud,green,"[NEW vs seed] [Active] Cloud multi-agent coding platform: run Claude Code, Codex, Amp, OpenCode, Pi, Factory Droid, Grok Build, Cursor with live preview + guided review. Docs: superconductor.com/docs/agents",2026-09-06
Supermaven,https://supermaven.com,Coding Agent,Proprietary,Free,IDE Extension,yellow,[Acquired] Historically acquired by Cursor 2024; site may redirect/brand,2026-09-06
Superset,https://superset.dev,Coding Agent,Proprietary,Free,Local,red,[Dead] superset.dev NXDOMAIN,2026-09-06
SWE-Agent (Princeton),https://github.com/swe-agent/swe-agent,Coding Agent,Open Source,Free,Self-Hosted,green,[Active] HTTP 200 OK,2026-09-06
Sweep AI,https://sweep.dev/,Coding Agent,Proprietary,Freemium,Hybrid,green,[Active] HTTP 200 OK; title=Sweep - AI for JetBrains IDEs,2026-09-06
T3 Code,https://t3.codes,Coding Agent,Open Source,Free,Local,green,[Active] HTTP 200 OK; title=T3 Code,2026-09-06
Tabnine,https://tabnine.com,Coding Agent,Proprietary,Free,IDE Extension,green,[Active] HTTP 200; redirects to https://www.tabnine.com/; title=Tabnine AI Code Assistant | Smarter AI Coding Agents. Total Enterprise Control.,2026-09-06
Tembo,https://www.tembo.io/,Coding Agent,,,,green,[NEW vs seed] [Active] Managed BYOA control plane: schedule/event-triggered Claude Code/Codex/Cursor/OpenCode/Amp across repos from Slack/Linear/GitHub.,2026-09-06
Tencent CodeBuddy (腾讯云代码助手),https://www.codebuddy.cn,Coding Agent,,,,green,[NEW vs seed] [Active] Tencent Cloud coding assistant: plugins + CodeBuddy IDE + CodeBuddy Code CLI; Craft Agent; Hunyuan. Intl codebuddy.ai returned banned path on check — use CN/Tencent Cloud URLs. Alive. Missing from seed.,2026-09-06
Terminal Use,https://www.youtube.com/watch?v=iWHs5wOtbrk,Coding Agent,,,,yellow,[NEW vs seed] [Active] NEW obscure: YC W26 coding harness / Vercel-for-background-agents. Official + explainer YouTube demos. Forkable filesystem checkpoints. Missing from seed likely.,2026-09-06
Terragon Labs,https://terragonlabs.com,Coding Agent,Proprietary,Subscription,Cloud,red,"[QUALITY AUDIT 2026-09-06 → red] Dead: terragonlabs.com title 'Terragon Shutdown'; service shut down February 9th, 2026; sandboxes terminated. | [Active] HTTP 200; redirects to https://www.terragonlabs.com/; title=Terragon Shutdown",2026-09-06
Tongyi Lingma,https://tongyi.aliyun.com/lingma,Coding Agent,Proprietary,Free,IDE Extension,yellow,[QUALITY AUDIT 2026-09-06 → yellow] Pivoted/rebranded to Qoder; historical alias only. | [Pivoted] lingma.aliyun.com 200; rebranded to Qoder CN May 2026,2026-09-06
Trae Agent,https://github.com/bytedance/trae-agent,Coding Agent,Open Source,Free,CLI,red,[QUALITY AUDIT 2026-09-06 → red] GitHub OSS agent abandoned 6+ months; last push 2026-02-05 (~7 months). (Commercial trae.ai is separate/live.) | [Active] github.com/bytedance/trae-agent 200,2026-09-06
Trae AI,https://trae.ai,Coding Agent,Proprietary,Free,IDE Extension,green,[Active] trae.ai -> www.trae.ai 200,2026-09-06
Trae SOLO,https://www.trae.ai/work,Coding Agent,Proprietary,Freemium,Hybrid,green,[Active] trae.ai/work 200 Beta,2026-09-06
Twill.ai,https://twill.ai,Coding Agent,Proprietary,Subscription,Cloud,green,[Active] HTTP 200 OK; title=Twill - The Software Factory for Your Team,2026-09-06
uzi,https://github.com/devflowinc/uzi,Coding Agent,Open Source,Free,CLI,red,[QUALITY AUDIT 2026-09-06 → red] Abandoned parallel worktree CLI; last push 2025-06-04 (~15 months); last release v0.0.2; 582 stars. | [Active] HTTP 200 OK,2026-09-06
V12,https://v12.sh,Coding Agent,Proprietary,Pay-per-Use,Cloud,green,[Active] HTTP 200 OK; title=V12,2026-09-06
Vibe Kanban,https://github.com/BloopAI/vibe-kanban,Coding Agent,,,,red,[QUALITY AUDIT 2026-09-06 → red] Abandoned commercial: Bloop shut down Apr 10 2026; README 'Vibe Kanban is sunsetting'; last GH push 2026-04-24 (~4+ months); remote services wound down. | [NEW vs seed] [Active] Show HN 195/132 (2025-07-11). Kanban control plane for multiple coding agents.,2026-09-06
Void,https://voideditor.com,Coding Agent,Open Source,Free,IDE Extension,red,[QUALITY AUDIT 2026-09-06 → red] GitHub voideditor/void ARCHIVED 2026-06-02 and declared deprecated; marketing site still 200 but project abandoned. | [Active] voideditor.com 200,2026-09-06
Warp,https://www.warp.dev/,Coding Agent,Proprietary (client AGPL-3.0 open source),Freemium / paid plans,Local + Cloud,green,[Active] Agentic Development Environment: terminal + Warp Agent (local/cloud). Client open-source AGPL-3.0 (warpdotdev/warp). Docs https://docs.warp.dev/ HTTP 200 2026-09-06.,2026-09-06
Warp Agent CLI,https://docs.warp.dev/agents/cli/,Coding Agent,Proprietary (client AGPL-3.0 open source),Warp account / API key,Local CLI (+ cloud handoff),green,[Active] [NEW vs seed] Standalone `warp` CLI: same Warp Agent harness outside the Warp app; cloud handoff; /orchestrate multi-agent; Factory MCP exchange. Install via curl or brew cask warp-agent-cli. HTTP 200 2026-09-06. Distinct coding-agent surface from the desktop ADE.,2026-09-06
Warp Drive,https://docs.warp.dev/features/warp-drive,Agent Infrastructure,Proprietary (client AGPL-3.0 open source),Included with Warp,Cloud sync (in-terminal),yellow,[Active] [EVALUATED] Real productized surface (also https://www.warp.dev/drive HTTP 200) but NOT an agentic coding agent — team sync workspace for Workflows/Notebooks/Prompts/Env vars. Include only as Warp-family adjacency; do not score as coding agent. Prefer exclude from coding-only encyclopedia views.,2026-09-06
Warp Factories,https://docs.warp.dev/factories/,Coding Agent,Proprietary (client AGPL-3.0 open source),Early Access / Warp plans,Cloud (multi-agent factory),green,"[Active] [NEW vs seed] Early Access cloud software factory: foreman + triage/spec/implement/review agents, definitions-as-code, Factory MCP, multi-harness. Built on Automation Platform. Blog https://www.warp.dev/blog/open-infrastructure-for-building-a-software-factory. HTTP 200 2026-09-06. Classic multiplayer/orchestration miss.",2026-09-06
Warp Oz (Automation Platform),https://www.warp.dev/oz,Coding Agent,Proprietary (client AGPL-3.0 open source),Warp plans / Enterprise,Cloud (orchestration),green,"[Active] [RENAME] Oz is now the Automation Platform (docs.warp.dev/platform/overview/). Cloud agent orchestration control plane: multi-harness (Warp Agent, Claude Code, Codex), environments, schedules, API/SDK, self-host. oz CLI + Oz web app keep Oz name until 2026-10-06. Live https://www.warp.dev/oz HTTP 200. Blog: warp.dev/blog/oz-orchestration-platform-cloud-agents. Was missing from curated as distinct surface after seed Category=Agent Framework.",2026-09-06
WaveCode,https://wavecode.ai,Coding Agent,Proprietary,Subscription,Cloud,red,"[QUALITY AUDIT 2026-09-06 → red] Vapor/mislisted: wavecode.ai is a thin stub; wavecode.dev is a personal portfolio (Israel Romero), not an agentic coding product. | [Active] HTTP 200 OK; title=WaveCode.dev - The Future of Agentic Development",2026-09-06
What The Diff,https://whatthediff.ai,Coding Agent,Proprietary,Free,Cloud,yellow,[QUALITY AUDIT 2026-09-06 → yellow] HTTP 200 but no 2026 signals; thin static PR-assistant marketing; obscure/stale risk. | [Active] HTTP 200 OK; title=What The Diff – AI powered code review assistant,2026-09-06
Windsurf,https://windsurf.com,Coding Agent,Proprietary,Free,IDE Extension,yellow,[QUALITY AUDIT 2026-09-06 → yellow] Acquired/rebranded to Devin Desktop; prefer Devin rows. | [Acquired] windsurf.com -> devin.ai/desktop; Cognition acquired Jul 2025; Devin Desktop Jun 2026,2026-09-06
Wrtn (뤼튼),https://wrtn.ai,Coding Agent,,,,yellow,[NEW vs seed] [Active] Korea lifestyle AI platform; coding secondary. Yellow adjacent for Asia sweep completeness.,2026-09-06
ZCode,https://zcode.z.ai,Coding Agent,Proprietary,Freemium,Cloud,green,[Active] HTTP 200 OK; title=ZCode | GLM-5.3 官方 Harness,2026-09-06
Zed AI,https://zed.dev,Coding Agent,Open Source,Free,IDE Extension,green,[Active] zed.dev 200,2026-09-06
Zencoder,https://zencoder.ai/,Coding Agent,Open-Core,Enterprise,Hybrid,green,[Active] HTTP 200 OK; title=Zencoder | The AI Coding Agent,2026-09-06
Zot,https://www.zot.sh,Coding Agent,,,,yellow,[NEW vs seed] [Active] Show HN 107/82 (2026-05-29). Coding agent harness.,2026-09-06
0xranx/golembot,https://github.com/0xranx/golembot,Coding Agent,Unknown,Unknown,Unknown,green,GH 0xranx/golembot ★321 push 2026-09-05; wraps Claude Code/Cursor/OpenCode/Codex + Slack/Telegram/Discord/Feishu/WeCom.,2026-09-07
23blocks-OS/ai-maestro,https://github.com/23blocks-OS/ai-maestro,Coding Agent,Unknown,Unknown,Unknown,green,ai-maestro ★774; input URL wrongly Netflix/maestro. [URL fixed from Netflix/maestro mispoint],2026-09-07
5dive-ai/5dive,https://github.com/5dive-ai/5dive,Coding Agent,Unknown,Unknown,Unknown,green,GH 5dive-ai/5dive: ★55 push 2026-09-07 archived=False; Self-hosted company of named coding agents (claude/codex/pi) on your server. Small ★55 but active.,2026-09-07
aden-hive/hive,https://github.com/aden-hive/hive,Coding Agent,Unknown,Unknown,Unknown,green,"Active multi-agent production harness aden-hive/hive (~11k★, push 2026-09-05).; GH aden-hive/hive fresh.; GH aden-hive/hive: ★11022 pushed 2026-09-05",2026-09-07
Agen,https://agenhq.com,Coding Agent,Unknown,Unknown,Unknown,green,"agenhq.com live 2026-09-07: fully autonomous cloud coding agents — clone, code, fix CI, live preview, merge-ready PRs; multi-repo parallel.",2026-09-07
Agent Development Kit (ADK),https://developers.googleblog.com/en/why-we-built-adk-20/,Coding Agent,Unknown,Unknown,Unknown,green,Live adk.dev + Google blog ADK 2.0 (Python/Go GA 2026); open multi-language agent framework with graph workflows/HITL. Framework-class like Semantic Kernel.,2026-09-07
Agent Teams (desktop app),https://agentteams.run,Coding Agent,Unknown,Unknown,Unknown,green,HTTP 200 agentteams.run; governed workflow: plans→AI execution→independent code review→project context. Desktop bridge present.,2026-09-07
agent-of-empires/agent-of-empires,https://github.com/agent-of-empires/agent-of-empires,Coding Agent,Unknown,Unknown,Unknown,green,GH agent-of-empires/agent-of-empires 3199★ push 2026-09-07.,2026-09-07
AgentConnect,https://github.com/agentconnect-md/agentconnect,Coding Agent,Unknown,Unknown,Unknown,green,gh 2026-09-07 stars=1331.,2026-09-07
agentrq/agentrq,https://github.com/agentrq/agentrq,Coding Agent,Unknown,Unknown,Unknown,green,GH agentrq/agentrq 1107★ push 2026-09-07.,2026-09-07
agents-cli,https://agents-cli.sh,Coding Agent,Unknown,Unknown,Unknown,green,agents-cli.sh redirects to agi-cli.sh 200.,2026-09-07
AgentsMesh/AgentsMesh,https://agentsmesh.ai,Coding Agent,Unknown,Unknown,Unknown,green,GH AgentsMesh/AgentsMesh: 2343★ pushed 2026-08-03T11:45:02Z; HTTP 200 AgentsMesh - The AI Agent Workforce Platform,2026-09-07
AgentTeams (AgentScope),https://github.com/agentscope-ai/AgentTeams,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-09-05 stars=5576 homepage=aliyun agentteams.,2026-09-07
AgentTier,https://github.com/agenttier/agenttier,Coding Agent,Unknown,Unknown,Unknown,green,GH agenttier/agenttier: 61★ pushed 2026-09-07T14:25:28Z; HTTP 200 GitHub - agenttier/agenttier: Kubernetes-native sandbox platform to run AI agent,2026-09-07
AionUi,https://aionui.com/,Coding Agent,Unknown,Unknown,Unknown,green,aionui.com 200; auto-detects 20+ CLI agents; desktop downloads.,2026-09-07
aizen,https://aizen.win,Coding Agent,Unknown,Unknown,Unknown,green,aizen.win 200; GH vivy-company/aizen 303★ pushed 2026-08-01; macOS workspace for parallel agents/terminals/browsers across worktrees.,2026-09-07
AliHamzaAzam/repomon,https://github.com/AliHamzaAzam/repomon,Coding Agent,Unknown,Unknown,Unknown,green,"GH AliHamzaAzam/repomon 18★ pushed 2026-09-07; mission control desktop+TUI for fleets of coding agents across repos — early IN gem, real.",2026-09-07
alpbahadur/49-IDE,https://github.com/alpbahadur/49-IDE,Coding Agent,Unknown,Unknown,Unknown,green,GH alpbahadur/49-IDE 554★ push 2026-09-07.,2026-09-07
archestra-ai/archestra,https://github.com/archestra-ai/archestra,Coding Agent,Unknown,Unknown,Unknown,green,"GH archestra-ai/archestra: 4260★ pushed 2026-09-07T14:40:31Z; HTTP 200 GitHub - archestra-ai/archestra: Enterprise AI Platform with guardrails, MCP reg",2026-09-07
Atlassian Rovo Dev (2025-06-05),https://atlassian.com/rovo,Coding Agent,Unknown,Unknown,Unknown,green,HTTP 200 atlassian.com/software/rovo; Atlassian Rovo Dev coding agent in Atlassian platform.,2026-09-07
Baton,https://getbaton.dev/,Coding Agent,Unknown,Unknown,Unknown,green,"getbaton.dev 200 full desktop orchestrator (worktrees, 17 agent presets, Lima sandbox); free tier + paid licenses. Distinct from unrelated mraza007/baton GH.",2026-09-07
Bernstein,https://bernstein.run/,Coding Agent,Unknown,Unknown,Unknown,green,GH chernistry/bernstein: 1122★ pushed 2026-09-07T15:09:02Z; HTTP 200 Bernstein - the open-source governance layer for AI agents,2026-09-07
Bolt.new,https://bolt.new,Coding Agent,Unknown,Unknown,Unknown,green,"GH stackblitz/bolt.new: 16537★ pushed 2024-12-17T06:29:27Z; HTTP 200 Bolt AI builder: Websites, apps &amp; prototypes",2026-09-07
bradygaster/squad,https://github.com/bradygaster/squad,Coding Agent,Unknown,Unknown,Unknown,green,GH bradygaster/squad 3162★ push 2026-09-07.,2026-09-07
Browser Use,https://browser-use.com,Coding Agent,Unknown,Unknown,Unknown,green,HTTP 200 title Browser Use; GH 112901★ pushed 2026-09-05; seed blog Felicis/browser-use.com/posts/seed-round.,2026-09-07
builderz-labs/mission-control,https://github.com/builderz-labs/mission-control,Coding Agent,Unknown,Unknown,Unknown,green,"Self-hosted AI agent control plane mission-control (~6k★, push 2026-09-07).; GH + mc.builderz.dev 200.; GH builderz-labs/mission-control: ★6191 pushed 2026-09-07; fundingNote: OSS unverified.",2026-09-07
Buzz,https://buzz.xyz,Coding Agent,Unknown,Unknown,Unknown,green,"GH block/buzz: 32310★ pushed 2026-09-07T15:23:13Z; HTTP 200 Buzz — Your people, your agents, your project — all in one place.",2026-09-07
bytedance/deer-flow,https://github.com/bytedance/deer-flow,Coding Agent,Unknown,Unknown,Unknown,green,GH bytedance/deer-flow ~82k★ push 2026-09-07; DeerFlow 2.0 SuperAgent harness (sandbox/memory/subagents/skills); live deerflow.tech. CN ByteDance OSS.,2026-09-07
CC Switch (farion1231/cc-switch),https://github.com/farion1231/cc-switch,Coding Agent,Unknown,Unknown,Unknown,green,farion1231/cc-switch 131525★ pushed 2026-09-07; ccswitch.io/co desktop all-in-one assistant for Claude/Codex/OpenCode/OpenClaw — major CN coding-agent control plane (queue URL was broken).,2026-09-07
Centaur,https://centaur.run/,Coding Agent,Unknown,Unknown,Unknown,green,centaur.run 200; GH paradigmxyz/centaur 1273★ pushed 2026-09-07; self-hosted multiplayer agent platform with isolated runtimes.,2026-09-07
cfal/garcon,https://github.com/cfal/garcon,Coding Agent,Unknown,Unknown,Unknown,green,GH cfal/garcon ★67 push 2026-09-07; self-hosted workspace for parallel Claude Code/Codex/Cursor/OpenCode/Amp/Droid/Pi with diff review.,2026-09-07
chaitanyagiri/munder-difflin,https://github.com/chaitanyagiri/munder-difflin,Coding Agent,Unknown,Unknown,Unknown,green,GH chaitanyagiri/munder-difflin 6547★ push 2026-09-07.,2026-09-07
chaterm/Chaterm,https://github.com/chaterm/Chaterm,Coding Agent,Unknown,Unknown,Unknown,green,GH chaterm/Chaterm ~3k★ push 2026-09-07; OSS AI-native terminal/SRE copilot; chaterm.ai live.,2026-09-07
ChatGPT Agent (OpenAI),https://openai.com/index/introducing-chatgpt-agent/,Coding Agent,Unknown,Unknown,Unknown,green,OpenAI ChatGPT Agent live (introducing-chatgpt-agent 200); virtual computer for research+action incl. coding; ChatGPT apps host Agent.,2026-09-07
chenhg5/cc-connect,https://github.com/chenhg5/cc-connect,Coding Agent,Unknown,Unknown,Unknown,green,GH chenhg5/cc-connect: ★15389 push 2026-09-06 archived=False; Bridges Claude Code/Cursor/Gemini/Codex to Feishu/messaging.,2026-09-07
Claude Squad,https://smtg-ai.github.io/claude-squad/,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-08-20 stars=8443; site HTTP 200; product clearly orchestrates coding agents.,2026-09-07
Claude-Flow,https://github.com/ruvnet/claude-flow,Coding Agent,Unknown,Unknown,Unknown,green,GH ruvnet/claude-flow: 71256★ pushed 2026-09-07T15:01:55Z; HTTP 200 GitHub - ruvnet/ruflo: 🌊 The original agent meta-harness. Deploy intelligent mul,2026-09-07
CLI-Anything,https://www.create.xyz/,Coding Agent,Unknown,Unknown,Unknown,green,GH HKUDS/CLI-Anything 49096★; create.xyz Anything builder.,2026-09-07
Cloudflare OS,https://blog.cloudflare.com/cloudflare-os/,Coding Agent,Unknown,Unknown,Unknown,green,blog.cloudflare.com/cloudflare-os 200; GH cloudflare/cloudflare-os 9742★ pushed 2026-09-06; os.cloudflare.app agent workspace on Workers.,2026-09-07
Coasty,https://coasty.ai,Coding Agent,Unknown,Unknown,Unknown,green,HTTP 200,2026-09-07
coder/claudecode.nvim,https://github.com/coder/claudecode.nvim,Coding Agent,Unknown,Unknown,Unknown,green,GH coder/claudecode.nvim 3047★ push 2026-09-03.,2026-09-07
CoderLuii/HolyCode,https://github.com/CoderLuii/HolyCode,Coding Agent,Unknown,Unknown,Unknown,green,GH CoderLuii/HolyCode: ★62 push 2026-09-01 archived=False; AI coding workstation: OpenCode + Claude sub + 30+ tools + browser + multi-agent.,2026-09-07
coleam00/Archon,https://archon.ai/,Coding Agent,Unknown,Unknown,Unknown,green,coleam00/Archon ★23396; archon.ai TLS flaky.,2026-09-07
Command Center (AI coding env),https://cc.dev,Coding Agent,Unknown,Unknown,Unknown,green,cc.dev 200 detailed product; supports Claude Code/Codex/OpenCode; pricing tiers stated.,2026-09-07
Command Code,https://commandcode.ai,Coding Agent,Unknown,Unknown,Unknown,green,commandcode.ai 200; $5M PWV.,2026-09-07
darrenhinde/OpenAgentsControl,https://github.com/darrenhinde/OpenAgentsControl,Coding Agent,Unknown,Unknown,Unknown,green,GH darrenhinde/OpenAgentsControl: 4828★ pushed 2026-09-02T13:27:00Z; HTTP 200 GitHub - darrenhinde/OpenAgentsControl: AI agent framework for plan-first develo,2026-09-07
DeepMyst/Mysti,https://github.com/DeepMyst/Mysti,Coding Agent,Unknown,Unknown,Unknown,green,GH DeepMyst/Mysti ~1.1k★ push 2026-07-05; VS Code multi-agent coding (Claude Code+Codex brainstorm); deepmyst.com live.,2026-09-07
Devin-AXIS/iPolloWork,https://github.com/Devin-AXIS/iPolloWork,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-09-07 stars=5458; ipollo.ai title Local-First Agentic AI Workspace.,2026-09-07
dirac,https://github.com/dirac-run/dirac,Coding Agent,Unknown,Unknown,Unknown,green,GH dirac-run/dirac: ★1480 push 2026-09-07 archived=False; Coding agent focused on efficiency/context curation; claims 50-80% API cost cut.,2026-09-07
Dust,https://dust.tt,Coding Agent,Unknown,Unknown,Unknown,green,GH dust-tt/dust: 1455★ pushed 2026-09-07T15:30:59Z; HTTP 200,2026-09-07
EEBench,https://www.eebench.org/,Coding Agent,Unknown,Unknown,Unknown,green,HTTP 200 EEBench by atopile,2026-09-07
evalstate/fast-agent,https://github.com/evalstate/fast-agent,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-09-07 stars=3916; fast-agent.ai docs.,2026-09-07
EverMind-AI/Raven,https://github.com/EverMind-AI/Raven,Coding Agent,Unknown,Unknown,Unknown,green,GH EverMind-AI/Raven ~3.8k★ push 2026-09-07; 'Harness of Harnesses' self-evolving multi-agent; live raven.evermind.ai.,2026-09-07
Every Code,https://github.com/just-every/code,Coding Agent,Unknown,Unknown,Unknown,green,GH just-every/code 4020★ push 2026-09-04.,2026-09-07
Exo,https://github.com/exoharness/exo,Coding Agent,Unknown,Unknown,Unknown,green,GH exoharness/exo 1356★ push 2026-09-07.,2026-09-07
eyaltoledano/claude-task-master,https://www.task-master.dev/,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-04-28 stars=28054; task-master.dev redirects to tryhamster.com/research/taskmaster 200; MCP/CLI integrations.,2026-09-07
fengshao1227/ccg-workflow,https://github.com/fengshao1227/ccg-workflow,Coding Agent,Unknown,Unknown,Unknown,green,"CN multi-model coding orchestrator ccg-workflow (~5.8k★, push 2026-09-03).; GH + site 200.; GH fengshao1227/ccg-workflow: ★5876 pushed 2026-09-03; fundingNote: OSS unverified.",2026-09-07
first-fluke/oh-my-agent,https://github.com/first-fluke/oh-my-agent,Coding Agent,Unknown,Unknown,Unknown,green,gh pushed_at=2026-09-07 stars=1273.,2026-09-07
Forge,https://forgecode.dev,Coding Agent,Unknown,Unknown,Unknown,green,forgecode.dev 200 'World's #1 Coding Harness'; docs install path; community refs to antinomyhq/forge ~7k★.,2026-09-07
Freestyle,https://freestyle.sh,Coding Agent,Unknown,Unknown,Unknown,green,GH freestyle-voice/freestyle: 482★ pushed 2026-09-07T07:50:39Z; HTTP 200 Freestyle - VMs for AI Agents,2026-09-07
fuxicodex/Fuxi,https://github.com/fuxicodex/Fuxi,Coding Agent,Unknown,Unknown,Unknown,green,GH fuxicodex/Fuxi 3384★ pushed 2026-09-07; self-contained terminal AI coding agent with cost-aware routing.,2026-09-07
get-bb/bb,https://github.com/get-bb/bb,Coding Agent,Unknown,Unknown,Unknown,green,GH get-bb/bb: 3381★ pushed 2026-09-07T14:54:05Z; HTTP 200 GitHub - get-bb/bb: The agent IDE that builds itself · GitHub,2026-09-07
Gitlawb/openclaude,https://github.com/Gitlawb/openclaude,Coding Agent,Unknown,Unknown,Unknown,green,"Active open Claude-style coding agent CLI openclaude (~32k★, push 2026-09-07).; GH + site 200.; GH Gitlawb/openclaude: ★32903 pushed 2026-09-07",2026-09-07
gotalab/cc-sdd,https://github.com/gotalab/cc-sdd,Coding Agent,Unknown,Unknown,Unknown,green,GH gotalab/cc-sdd: ★3655 push 2026-05-20 archived=False; Spec-driven development harness turning approved specs into autonomous implementation. Last push 2026-05 (cooling).,2026-09-07
grinev/opencode-telegram-bot,https://github.com/grinev/opencode-telegram-bot,Coding Agent,Unknown,Unknown,Unknown,green,GH grinev/opencode-telegram-bot 1138★ push 2026-09-07.,2026-09-07
Grinta,https://github.com/josephsenior/grinta,Coding Agent,Unknown,Unknown,Unknown,green,listed grinta URL 404; Grinta-Coding-Agent ★29 active.,2026-09-07
haabe/mycelium,https://github.com/haabe/mycelium,Coding Agent,Unknown,Unknown,Unknown,green,GH haabe/mycelium: ★45 push 2026-09-06 archived=False; Claude Code harness focused on decision-making / agency quality.,2026-09-07
